appearance_id,game_id,player_id,player_club_id,player_current_club_id,date,player_name,competition_id,yellow_cards,red_cards,goals,assists,minutes_played
2224732_43015,2224732,43015,5724,5818,2012-07-14,"Tidiane SanÃ©",DK1,0,0,0,0,90
2224732_4351,2224732,4351,5724,5724,2012-07-14,"Remco van der Schaaf",DK1,0,0,0,0,45
2224732_44423,2224732,44423,5724,5818,2012-07-14,"Adama Tamboura",DK1,0,0,0,0,45
2224732_46007,2224732,46007,5724,865,2012-07-14,"Ronnie Schwartz",DK1,0,0,0,0,70
2224732_50651,2224732,50651,5817,865,2012-07-14,"EyjÃ³lfur HÃ©dinsson",DK1,0,0,0,0,63
2224732_61335,2224732,61335,5724,5724,2012-07-14,"Alexander Fischer",DK1,0,0,0,0,45
2224732_61423,2224732,61423,5724,369,2012-07-14,"Lasse Rise",DK1,0,0,0,0,20
2224732_62680,2224732,62680,5817,865,2012-07-14,"Lasse Vibe",DK1,0,0,1,1,90
2224732_83882,2224732,83882,5817,5818,2012-07-14,"Quincy Antipas",DK1,0,0,1,2,78
2245041_13121,2245041,13121,964,441,2012-07-14,"Bruno Alves",RUSS,0,0,0,0,66
2245041_15117,2245041,15117,964,964,2012-07-14,"Konstantin Zyryanov",RUSS,0,0,0,0,19
2245041_15368,2245041,15368,964,964,2012-07-14,"Vyacheslav Malafeev",RUSS,0,0,0,0,90
2245041_15373,2245041,15373,964,964,2012-07-14,"Sergey Semak",RUSS,0,0,0,0,45
2245041_15381,2245041,15381,964,964,2012-07-14,"Aleksandr Kerzhakov",RUSS,0,0,0,0,90
2245041_15647,2245041,15647,964,40426,2012-07-14,"Vladimir Bystrov",RUSS,1,0,0,0,71
2245041_15650,2245041,15650,964,932,2012-07-14,"Igor Denisov",RUSS,1,0,0,0,90
2245041_15872,2245041,15872,2698,2698,2012-07-14,"Roman Sharonov",RUSS,0,0,0,0,90
2245041_19712,2245041,19712,964,964,2012-07-14,"Aleksandar Lukovic",RUSS,0,0,0,0,24
2245041_2050,2245041,2050,2698,24,2012-07-14,"Nelson Valdez",RUSS,0,0,0,0,26
2245041_20587,2245041,20587,964,2861,2012-07-14,"Nicolas Lombaerts",RUSS,0,0,0,0,90
2245041_25035,2245041,25035,2698,41201,2012-07-14,"Sergey Ryzhikov",RUSS,0,0,0,0,90
2245041_25856,2245041,25856,2698,16704,2012-07-14,"Vitaliy Kaleshin",RUSS,0,0,0,0,16
2245041_29056,2245041,29056,2698,2698,2012-07-14,"CÃ©sar Navas",RUSS,0,0,0,0,90
2245041_38799,2245041,38799,2698,2698,2012-07-14,"Oleg Kuzmin",RUSS,0,0,0,0,90
2245041_40254,2245041,40254,964,964,2012-07-14,"Viktor Faizulin",RUSS,0,0,0,0,90
2245041_42678,2245041,42678,2698,276,2012-07-14,"Salvatore Bocchetti",RUSS,1,0,1,0,90
2245041_44136,2245041,44136,964,252,2012-07-14,"Domenico Criscito",RUSS,1,0,0,0,90
2245041_44367,2245041,44367,2698,1083,2012-07-14,"Roman Eremenko",RUSS,0,0,0,1,90
2245041_45491,2245041,45491,964,2698,2012-07-14,"Aleksandr Bukharov",RUSS,0,0,0,0,45
2245041_48550,2245041,48550,964,232,2012-07-14,"Roman Shirokov",RUSS,0,0,0,0,90
2245041_55854,2245041,55854,2698,416,2012-07-14,"Cristian Ansaldi",RUSS,1,0,0,0,90
2245041_56637,2245041,56637,2698,3719,2012-07-14,"Vladimir Dyadyun",RUSS,0,0,1,0,74
2245041_57723,2245041,57723,2698,720,2012-07-14,"IvÃ¡n Marcano",RUSS,0,0,0,0,11
2245041_5794,2245041,5794,2698,3368,2012-07-14,"Obafemi Martins",RUSS,1,0,0,0,64
2245041_63252,2245041,63252,964,244,2012-07-14,"Tomas Hubocan",RUSS,0,0,0,0,90
2245041_6871,2245041,6871,2698,2698,2012-07-14,"GÃ¶kdeniz Karadeniz",RUSS,0,0,0,0,79
2245041_7252,2245041,7252,2698,1186,2012-07-14,"Aleksandr Ryazantsev",RUSS,0,0,0,1,90
2222957_121026,2222957,121026,2227,18105,2012-07-15,"Yuriy Putrash",UKR1,0,0,0,0,45
2222957_13113,2222957,13113,2227,2227,2012-07-15,"Marco NÃ©",UKR1,0,0,0,0,58
2222957_140561,2222957,140561,339,9007,2012-07-15,"Michael Odibe",UKR1,0,0,0,0,21
2222957_15067,2222957,15067,2227,2227,2012-07-15,"Maksym Kalynychenko",UKR1,0,0,0,0,90
2222957_18091,2222957,18091,339,1533,2012-07-15,"Derek Boateng",UKR1,0,0,0,0,90
2222957_23443,2222957,23443,339,339,2012-07-15,"Ondrej Mazuch",UKR1,0,0,0,0,90
2222957_24008,2222957,24008,2227,2672,2012-07-15,"RubÃ©n Gomez",UKR1,1,0,0,0,90
2222957_24043,2222957,24043,2227,339,2012-07-15,"Sergiy Nazarenko",UKR1,0,0,0,1,90
2222957_24049,2222957,24049,339,338,2012-07-15,"Ruslan Rotan",UKR1,1,0,0,1,82
2222957_25823,2222957,25823,339,2698,2012-07-15,"Vitaliy Denisov",UKR1,0,0,1,0,90
2222957_28186,2222957,28186,339,339,2012-07-15,"Jan Lastuvka",UKR1,0,0,0,0,90
2222957_39253,2222957,39253,2227,61825,2012-07-15,"Anton Shynder",UKR1,0,0,0,0,90
2222957_39792,2222957,39792,2227,2227,2012-07-15,"Marin Ljubicic",UKR1,0,0,0,0,90
2222957_42933,2222957,42933,2227,2227,2012-07-15,"Anis Boussaidi",UKR1,1,0,0,0,90
2222957_45343,2222957,45343,2227,4482,2012-07-15,"Oleg Gumenyuk",UKR1,0,0,0,0,90
2222957_49008,2222957,49008,339,339,2012-07-15,"Vitaliy Mandzyuk",UKR1,0,0,0,0,90
2222957_54375,2222957,54375,339,6890,2012-07-15,Giuliano,UKR1,1,0,2,0,76
2222957_57895,2222957,57895,339,63007,2012-07-15,"Denys Oliynyk",UKR1,0,0,0,0,69
2222957_57987,2222957,57987,339,339,2012-07-15,"Yevgen Cheberyachko",UKR1,0,0,0,0,90
2222957_58008,2222957,58008,2227,9007,2012-07-15,"Maksym Feshchuk",UKR1,0,0,1,0,32
2222957_58949,2222957,58949,339,660,2012-07-15,"Yevgen Konoplyanka",UKR1,2,0,0,0,30
2222957_59076,2222957,59076,339,6992,2012-07-15,"Sergiy Kravchenko",UKR1,0,0,0,0,14
2222957_59893,2222957,59893,2227,2740,2012-07-15,"Oleksandr Romanchuk",UKR1,0,0,0,0,45
2222957_70767,2222957,70767,339,150,2012-07-15,"Roman Zozulya",UKR1,0,0,0,1,90
2222957_92046,2222957,92046,2227,6414,2012-07-15,"Sergiy Pogorilyi",UKR1,0,0,0,0,90
2222957_9369,2222957,9369,2227,3690,2012-07-15,"Dele Adeleye",UKR1,0,0,0,0,90
2222957_9796,2222957,9796,339,2700,2012-07-15,"Oleksandr Aliyev",UKR1,0,0,0,0,8
2222959_14942,2222959,14942,660,1390,2012-07-15,"Darijo Srna",UKR1,0,0,0,0,90
2222959_23379,2222959,23379,9007,60551,2012-07-15,"Volodymyr Polyovyi",UKR1,0,0,0,0,90
2222959_24633,2222959,24633,660,660,2012-07-15,Eduardo,UKR1,0,0,0,0,27
2222959_25820,2222959,25820,660,660,2012-07-15,"Vyacheslav Shevchuk",UKR1,0,0,0,0,90
2222959_26267,2222959,26267,660,281,2012-07-15,Fernandinho,UKR1,0,0,0,0,90
2222959_28964,2222959,28964,9007,16245,2012-07-15,"Saulius Mikoliunas",UKR1,1,0,0,0,45
2222959_39996,2222959,39996,660,660,2012-07-15,"Andriy Pyatov",UKR1,0,0,0,0,90
2222959_42622,2222959,42622,9007,16247,2012-07-15,Leandro,UKR1,1,0,0,0,69
2222959_42641,2222959,42641,9007,6996,2012-07-15,"Andriy Khomyn",UKR1,0,0,0,0,45
2222959_43309,2222959,43309,9007,16247,2012-07-15,"Volodymyr Gomenyuk",UKR1,0,0,0,0,57
2222959_43934,2222959,43934,9007,9007,2012-07-15,"Ionut Mazilu",UKR1,0,0,0,0,33
2222959_44357,2222959,44357,660,2477,2012-07-15,"Oleksandr Kucher",UKR1,0,0,0,0,90
2222959_45341,2222959,45341,9007,121,2012-07-15,"George Florescu",UKR1,0,0,0,0,90
2222959_45587,2222959,45587,9007,9007,2012-07-15,"Rafael Santos",UKR1,0,0,0,0,90
2222959_49024,2222959,49024,9007,16245,2012-07-15,"Sergiy Symonenko",UKR1,0,0,0,0,90
2222959_52937,2222959,52937,660,660,2012-07-15,Ilsinho,UKR1,0,0,1,1,27
2222959_55735,2222959,55735,660,46,2012-07-15,"Henrikh Mkhitaryan",UKR1,0,0,2,2,90
2222959_58970,2222959,58970,9007,10690,2012-07-15,"Yevgen Shakhov",UKR1,0,0,0,0,90
2222959_59024,2222959,59024,9007,6992,2012-07-15,"Yevgen Borovyk",UKR1,0,0,0,0,90
2222959_59411,2222959,59411,660,1083,2012-07-15,"Marko Devic",UKR1,0,0,1,0,21
2222959_59908,2222959,59908,660,61825,2012-07-15,"Yevgen Seleznyov",UKR1,0,0,1,2,63
2222959_59913,2222959,59913,9007,9007,2012-07-15,"Artem Stargorodskyi",UKR1,0,0,0,0,90
2222959_66515,2222959,66515,660,114,2012-07-15,"Alex Teixeira",UKR1,0,0,1,0,69
2222959_75615,2222959,75615,660,506,2012-07-15,"Douglas Costa",UKR1,0,0,0,1,63
2222959_85563,2222959,85563,9007,9007,2012-07-15,"Dominic Adiyiah",UKR1,0,0,0,0,21
2222959_89222,2222959,89222,660,660,2012-07-15,"Yaroslav Rakitskyi",UKR1,0,0,0,0,90
2222959_9688,2222959,9688,660,660,2012-07-15,"Tomas HÃ¼bschman",UKR1,0,0,0,0,90
2222959_9798,2222959,9798,9007,6996,2012-07-15,"Maksim Shatskikh",UKR1,0,0,0,0,90
2222964_120144,2222964,120144,2740,21957,2012-07-15,"Yevgen Budnik",UKR1,0,0,0,0,10
2222964_15593,2222964,15593,3592,3691,2012-07-15,"Sergey Samodin",UKR1,0,0,0,0,75
2222964_15596,2222964,15596,3592,4482,2012-07-15,"Bogdan Shershun",UKR1,0,0,0,0,90
2222964_24004,2222964,24004,2740,2740,2012-07-15,"Sergiy Dolganskyi",UKR1,0,1,0,0,85
2222964_25758,2222964,25758,3592,339,2012-07-15,"Jaba Kankava",UKR1,0,0,0,0,90
2222964_25845,2222964,25845,3592,6992,2012-07-15,"Oleksiy Antonov",UKR1,0,0,1,0,15
2222964_28179,2222964,28179,3592,49364,2012-07-15,"Mladen Bartulovic",UKR1,0,0,0,0,90
2222964_34641,2222964,34641,3592,3592,2012-07-15,"Darijan Matic",UKR1,1,0,0,0,90
2222964_35607,2222964,35607,2740,2740,2012-07-15,"Armend Dallku",UKR1,0,0,0,0,90
2222964_35633,2222964,35633,3592,3592,2012-07-15,"Jiri Jeslinek",UKR1,1,0,0,0,45
2222964_36149,2222964,36149,2740,2740,2012-07-15,"Jovan Markoski",UKR1,1,0,0,0,77
2222964_43404,2222964,43404,2740,60551,2012-07-15,"Oleksiy Chychykov",UKR1,0,0,0,0,16
2222964_55975,2222964,55975,3592,339,2012-07-15,"Ucha Lobzhanidze",UKR1,0,0,0,0,90
2222964_57900,2222964,57900,3592,9007,2012-07-15,"Vyacheslav Serdyuk",UKR1,0,0,0,0,9
2222964_58392,2222964,58392,3592,83678,2012-07-15,"Vitaliy Fedoriv",UKR1,0,0,0,0,81
2222964_58418,2222964,58418,2740,48332,2012-07-15,"Vadym Milko",UKR1,0,0,0,0,13
2222964_58427,2222964,58427,3592,48332,2012-07-15,"Kyrylo Petrov",UKR1,0,0,0,0,90
2222964_58930,2222964,58930,2740,2740,2012-07-15,"Volodymyr Chesnakov",UKR1,1,0,0,0,90
2222964_58958,2222964,58958,2740,18303,2012-07-15,"Oleksandr Matveyev",UKR1,0,0,0,0,90
2222964_58961,2222964,58961,3592,18303,2012-07-15,"Pavlo Pashayev",UKR1,0,0,0,0,45
2222964_59129,2222964,59129,2740,2740,2012-07-15,"Vadym Sapay",UKR1,0,0,0,0,90
2222964_59150,2222964,59150,2740,2740,2012-07-15,"Ahmed Januzi",UKR1,1,0,0,0,90
2222964_61462,2222964,61462,3592,23611,2012-07-15,"Rinar Valeev",UKR1,1,0,0,0,90
2222964_68915,2222964,68915,2740,6414,2012-07-15,"Oleg Krasnopyorov",UKR1,0,0,0,0,90
2222964_86502,2222964,86502,2740,2740,2012-07-15,"Ivan Kryvosheenko",UKR1,0,0,0,0,74
2222964_89427,2222964,89427,2740,2740,2012-07-15,"Yevgen Pichkur",UKR1,0,0,0,0,80
2222964_91540,2222964,91540,3592,3592,2012-07-15,"Artem Shtanko",UKR1,0,0,0,0,90
2222964_97567,2222964,97567,2740,157,2012-07-15,"Roman Bezus",UKR1,0,0,0,0,90
2224729_104918,2224729,104918,173,190,2012-07-15,"Christian SÃ¶rensen",DK1,0,0,0,0,25
2224729_15209,2224729,15209,173,173,2012-07-15,"Andreas Johansson",DK1,1,0,0,0,90
2224729_15961,2224729,15961,173,190,2012-07-15,"RÃºrik GÃ­slason",DK1,0,0,0,0,90
2224729_1725,2224729,1725,173,173,2012-07-15,"Jesper Christiansen",DK1,0,0,0,0,90
2224729_18006,2224729,18006,206,897,2012-07-15,"Michael Krohn-Dehli",DK1,0,0,0,0,33
2224729_194129,2224729,194129,206,206,2012-07-15,"Oke Akpoveta",DK1,0,0,0,0,16
2224729_20838,2224729,20838,173,5818,2012-07-15,"Hans Henrik Andreasen",DK1,0,0,0,0,83
2224729_20857,2224729,20857,173,173,2012-07-15,"Anders MÃ¶ller Christensen",DK1,0,0,0,0,90
2224729_22519,2224729,22519,206,5724,2012-07-15,"Mikkel Thygesen",DK1,0,0,0,0,90
2224729_24113,2224729,24113,173,173,2012-07-15,"Espen Ruud",DK1,0,0,0,0,90
2224729_2703,2224729,2703,173,173,2012-07-15,"Morten Skoubo",DK1,0,0,0,0,7
2224729_39467,2224729,39467,206,206,2012-07-15,"Clarence Goodson",DK1,0,0,0,0,90
2224729_41328,2224729,41328,173,173,2012-07-15,"Tore Reginiussen",DK1,0,0,0,0,7
2224729_43075,2224729,43075,206,206,2012-07-15,"Michael TÃ¶rnes",DK1,0,0,0,0,90
2224729_43077,2224729,43077,206,206,2012-07-15,"Mike Jensen",DK1,1,0,0,0,90
2224729_44717,2224729,44717,206,1177,2012-07-15,"Nicolaj Agger",DK1,0,0,0,0,74
2224729_48764,2224729,48764,206,20100,2012-07-15,"Anders Randrup",DK1,0,0,0,0,85
2224729_68980,2224729,68980,206,1894,2012-07-15,"Daniel Stenderup",DK1,0,0,0,0,90
2224729_69643,2224729,69643,206,206,2012-07-15,"Daniel Norouzi",DK1,0,0,0,0,90
2224729_69646,2224729,69646,206,449,2012-07-15,"Jens Stryger Larsen",DK1,1,0,0,0,57
2224729_70544,2224729,70544,173,443,2012-07-15,"Jacob Schoop",DK1,0,0,1,0,83
2224729_78818,2224729,78818,206,317,2012-07-15,"Dario Dumic",DK1,0,0,0,0,5
2224729_87162,2224729,87162,206,1894,2012-07-15,"Simon Makienok",DK1,0,0,0,0,90
2224729_89082,2224729,89082,206,206,2012-07-15,"Franck Semou",DK1,0,0,0,0,90
2224729_89200,2224729,89200,173,190,2012-07-15,"Rasmus Falk",DK1,0,0,0,1,90
2224729_91851,2224729,91851,173,173,2012-07-15,"Bashkim Kadrii",DK1,0,0,0,0,90
2224729_99100,2224729,99100,173,5724,2012-07-15,"Daniel HÃ¸egh",DK1,0,0,0,0,90
2224729_99106,2224729,99106,173,369,2012-07-15,"Emil Larsen",DK1,0,0,0,0,65
2224730_108315,2224730,108315,1177,5818,2012-07-15,"Simon Jakobsen",DK1,0,0,0,0,90
2224730_132401,2224730,132401,3426,3426,2012-07-15,"Mikkel Agger",DK1,0,0,0,0,8
2224730_144904,2224730,144904,3426,3426,2012-07-15,"Jonas Knudsen",DK1,0,0,0,0,87
2224730_14962,2224730,14962,1177,1177,2012-07-15,"Jesper Bech",DK1,0,0,0,1,90
2224730_15128,2224730,15128,1177,1053,2012-07-15,"Kasper Risgaard",DK1,0,0,1,0,90
2224730_164693,2224730,164693,3426,5724,2012-07-15,"Jakob Ankersen",DK1,0,0,1,0,90
2224730_187957,2224730,187957,1177,678,2012-07-15,"Daniel Pedersen",DK1,1,0,0,0,66
2224730_20843,2224730,20843,1177,1177,2012-07-15,"Frank Hansen",DK1,0,0,0,0,90
2224730_20855,2224730,20855,3426,3426,2012-07-15,"Jerry Lucena",DK1,0,0,0,0,90
2224730_22484,2224730,22484,1177,865,2012-07-15,"Lasse Heinze",DK1,0,0,0,0,90
2224730_22495,2224730,22495,1177,1177,2012-07-15,"Jesper Mikkelsen",DK1,1,0,0,0,90
2224730_23205,2224730,23205,3426,3426,2012-07-15,"Steffen Ernemann",DK1,0,0,0,0,3
2224730_23463,2224730,23463,1177,1177,2012-07-15,"Christian Holst",DK1,0,0,0,0,78
2224730_37227,2224730,37227,1177,1177,2012-07-15,"Dennis Flinta",DK1,1,0,0,1,24
2224730_37635,2224730,37635,3426,678,2012-07-15,"Jesper Lange",DK1,0,0,1,0,90
2224730_41843,2224730,41843,3426,1177,2012-07-15,"Mikkel Vendelbo",DK1,0,0,0,0,90
2224730_44471,2224730,44471,3426,467,2012-07-15,"SÃ¶ren Rieks",DK1,0,0,0,1,90
2224730_46004,2224730,46004,1177,1177,2012-07-15,"ThorbjÃ¶rn Holst Rasmussen",DK1,0,0,0,0,90
2224730_48015,2224730,48015,3426,15,2012-07-15,"Lukas Hradecky",DK1,0,0,0,0,90
2224730_48897,2224730,48897,1177,1177,2012-07-15,"Ade Runsewe",DK1,0,0,0,1,90
2224730_52117,2224730,52117,1177,5724,2012-07-15,"Marvin PouriÃ©",DK1,0,0,2,0,89
2224730_56986,2224730,56986,3426,3426,2012-07-15,"Davidson Eden",DK1,0,0,0,0,90
2224730_62445,2224730,62445,3426,1063,2012-07-15,"Sebastian Andersen",DK1,0,0,0,1,82
2224730_78953,2224730,78953,1177,5724,2012-07-15,"Martin Svensson",DK1,0,0,0,0,1
2224730_89197,2224730,89197,1177,5817,2012-07-15,"Nicolaj Ritter",DK1,0,0,0,0,12
2224730_91469,2224730,91469,3426,2778,2012-07-15,"Kian Hansen",DK1,0,0,0,0,90
2224730_95732,2224730,95732,3426,714,2012-07-15,"Martin Braithwaite",DK1,0,0,0,0,90
2224733_100399,2224733,100399,190,190,2012-07-15,"Nicolai JÃ¶rgensen",DK1,0,0,0,0,32
2224733_102043,2224733,102043,865,49702,2012-07-15,Sly,DK1,0,0,1,0,90
2224733_102045,2224733,102045,865,173,2012-07-15,"Izunna Uzochukwu",DK1,1,0,0,0,90
2224733_103558,2224733,103558,190,173,2012-07-15,Mos,DK1,0,0,0,0,58
2224733_124983,2224733,124983,190,190,2012-07-15,"Bryan Oviedo",DK1,0,0,1,1,90
2224733_140446,2224733,140446,865,5817,2012-07-15,"Rilwan Hassan",DK1,0,0,0,1,90
2224733_1423,2224733,1423,190,855,2012-07-15,"Lars Jacobsen",DK1,0,0,0,0,90
2224733_148369,2224733,148369,865,865,2012-07-15,"Mads Pedersen",DK1,0,0,0,0,12
2224733_14963,2224733,14963,190,3426,2012-07-15,"Martin Bergvold",DK1,0,0,0,0,2
2224733_15765,2224733,15765,865,865,2012-07-15,"Tim Janssen",DK1,1,0,1,0,90
2224733_16675,2224733,16675,190,190,2012-07-15,"CÃ©sar Santin",DK1,0,0,2,2,90
2224733_18097,2224733,18097,865,865,2012-07-15,"Benjamin Kibebe",DK1,0,0,0,0,88
2224733_20313,2224733,20313,865,678,2012-07-15,"Jesper Juelsgaard",DK1,0,0,0,0,90
2224733_203412,2224733,203412,190,190,2012-07-15,"Andreas Cornelius",DK1,0,0,1,0,32
2224733_21338,2224733,21338,190,11127,2012-07-15,"SÃ¶lvi Ottesen",DK1,1,0,0,0,90
2224733_22499,2224733,22499,865,865,2012-07-15,"Kristian Bach Bak",DK1,0,0,0,0,90
2224733_22995,2224733,22995,865,5818,2012-07-15,"Danny Olsen",DK1,0,0,0,1,83
2224733_23492,2224733,23492,190,1268,2012-07-15,"Thomas Kristensen",DK1,0,0,0,0,90
2224733_23592,2224733,23592,190,2778,2012-07-15,"Martin Vingaard",DK1,1,0,0,1,88
2224733_24404,2224733,24404,190,190,2012-07-15,"Johan Sellberg-Wiland",DK1,0,0,0,0,90
2224733_38163,2224733,38163,190,190,2012-07-15,"Christian BolaÃ±os",DK1,0,0,0,0,58
2224733_46478,2224733,46478,190,190,2012-07-15,"Ragnar Sigurdsson",DK1,0,0,0,0,90
2224733_48805,2224733,48805,865,5724,2012-07-15,"Mads Albaek",DK1,0,0,0,0,78
2224733_48864,2224733,48864,865,5724,2012-07-15,"Jesper Lauridsen",DK1,0,0,0,0,7
2224733_48870,2224733,48870,865,865,2012-07-15,"Jonas LÃ¶ssl",DK1,0,0,0,0,90
2224733_48907,2224733,48907,865,865,2012-07-15,"Erik Sviatchenko",DK1,2,0,0,0,81
2224733_68275,2224733,68275,190,6912,2012-07-15,Claudemir,DK1,0,1,0,0,71
2224733_68826,2224733,68826,865,2414,2012-07-15,"Jude Nworuh",DK1,0,0,0,0,2
3434809_214243,3434809,214243,21637,11127,2012-07-15,"Dmitriy Efremov",RUP,0,0,0,0,67
2224731_103434,2224731,103434,2414,173,2012-07-16,"Troels KlÃ¶ve",DK1,0,0,0,0,12
2224731_107775,2224731,107775,2414,89,2012-07-16,"Frederik RÃ¶nnow",DK1,0,0,0,0,90
2224731_109012,2224731,109012,2778,2778,2012-07-16,"Ivan Runje",DK1,1,0,0,0,90
2224731_129085,2224731,129085,2778,1053,2012-07-16,"Jores Okore",DK1,0,0,0,0,90
2224731_153538,2224731,153538,2414,2414,2012-07-16,"AndrÃ© Bjerregaard",DK1,0,0,0,0,25
2224731_1606,2224731,1606,2414,2414,2012-07-16,"Morten Rasmussen",DK1,0,0,0,0,90
2224731_186064,2224731,186064,2778,2778,2012-07-16,"Lasse Petry",DK1,0,0,0,0,90
2224731_20854,2224731,20854,2414,2414,2012-07-16,"Lasse Kryger",DK1,0,0,0,0,90
2224731_22513,2224731,22513,2778,2778,2012-07-16,"Nicolai Stokholm",DK1,0,0,1,0,90
2224731_22827,2224731,22827,2414,2414,2012-07-16,"Thomas Kortegaard",DK1,0,0,0,0,90
2224731_22860,2224731,22860,2778,678,2012-07-16,"Jesper Hansen",DK1,0,0,0,0,90
2224731_22881,2224731,22881,2414,2414,2012-07-16,"Steffen Kielstrup",DK1,0,0,0,0,78
2224731_22896,2224731,22896,2778,2778,2012-07-16,"Kasper Lorentzen",DK1,0,0,1,0,77
2224731_23005,2224731,23005,2414,2414,2012-07-16,"Nabil Aslam",DK1,0,0,0,0,75
2224731_23410,2224731,23410,2778,2778,2012-07-16,"SÃ¶ren Christensen",DK1,0,0,0,1,90
2224731_23538,2224731,23538,2778,678,2012-07-16,"Morten Nordstrand",DK1,0,0,0,1,25
2224731_34357,2224731,34357,2778,2778,2012-07-16,"Rawez Lawan",DK1,0,0,0,0,25
2224731_35959,2224731,35959,2778,2778,2012-07-16,"Henrik Kildentoft",DK1,1,0,0,0,90
2224731_42366,2224731,42366,2414,5724,2012-07-16,"Mads Agesen",DK1,0,0,0,0,15
2224731_42383,2224731,42383,2414,2414,2012-07-16,"Jeppe Mehl",DK1,0,0,0,0,90
2224731_43010,2224731,43010,2414,1894,2012-07-16,"Martin Spelmann",DK1,2,0,0,0,28
2224731_44567,2224731,44567,2778,2778,2012-07-16,"Tobias Mikkelsen",DK1,0,0,0,0,65
2224731_44825,2224731,44825,2778,2778,2012-07-16,"Andreas Laudrup",DK1,0,0,1,1,65
2224731_49143,2224731,49143,2414,1063,2012-07-16,"Ken Fagerberg",DK1,0,0,0,0,65
2224731_50580,2224731,50580,2414,2414,2012-07-16,"Janus Drachmann",DK1,0,0,0,0,90
2224731_63459,2224731,63459,2414,173,2012-07-16,"Alexander Juel Andersen",DK1,0,0,0,0,90
2224731_66638,2224731,66638,2778,498,2012-07-16,"Mario Ticinovic",DK1,0,0,0,0,90
2224731_76274,2224731,76274,2778,2919,2012-07-16,"Christian Gytkjaer",DK1,0,0,1,0,13
2231984_74602,2231984,74602,84,65,2012-07-17,"JÃ³zsef Varga",CLQ,1,0,0,0,90
2231986_129787,2231986,129787,6028,28643,2012-07-17,"Barak Badash",CLQ,0,0,0,0,77
2231990_90024,2231990,90024,699,1245,2012-07-17,"Alfred Finnbogason",CLQ,0,0,0,0,90
2231993_26934,2231993,26934,697,3216,2012-07-17,"David Bicik",CLQ,0,0,0,0,90
2231995_114728,2231995,114728,10719,2698,2012-07-17,"Mamuka Kobakhidze",CLQ,0,0,0,0,90
2231995_179624,2231995,179624,10719,4482,2012-07-17,"Abayomi Seun",CLQ,0,0,0,0,59
2231996_72836,2231996,72836,2481,5817,2012-07-17,"JoÃ£o Pereira",CLQ,0,0,0,0,90
2240716_143556,2240716,143556,669,29228,2012-07-17,"Nikola Aksentijevic",CLQ,0,0,0,0,90
2240716_29237,2240716,29237,669,142,2012-07-17,"Stefan Babovic",CLQ,1,0,0,3,90
2240716_95314,2240716,95314,669,820,2012-07-17,"Nemanja Tomic",CLQ,0,0,1,0,76
2244350_29456,2244350,29456,409,202,2012-07-17,"Rasmus Lindgren",CLQ,0,0,0,0,16
2244350_38004,2244350,38004,853,235,2012-07-17,"AurÃ©lien Joachim",CLQ,0,0,1,0,86
2231987_102284,2231987,102284,713,1083,2012-07-18,"Marko Simic",CLQ,1,0,0,0,90
2231992_62054,2231992,62054,687,180,2012-07-18,"Vegard Forren",CLQ,1,0,1,0,90
2231994_13972,2231994,13972,419,68608,2012-07-18,Tonel,CLQ,1,0,0,0,90
2231994_40633,2231994,40633,419,252,2012-07-18,"Milan Badelj",CLQ,0,0,0,0,90
2231994_46083,2231994,46083,419,2441,2012-07-18,"Domagoj Vida",CLQ,0,0,0,0,90
2231994_51471,2231994,51471,419,281,2012-07-18,"Mateo Kovacic",CLQ,0,0,0,0,90
